Status,LeadSource,CreatedDate,AnnualRevenue,Sector,ProductInterest,State,IsConverted
Working,Partner,2025-02-01,380817,Insurance,Cyber Liability Insurance,Rio de Janeiro,0
Working,Referral,2025-06-24,20097294,Financial Services,Group Health Insurance,Parana,0
Closed - Not Converted,Cold Call,2025-09-04,2128115,FinTech,Group Health Insurance,Distrito Federal,0
New,Partner,2025-02-09,8901564,Financial Services,Directors & Officers (D&O),Santa Catarina,0
Nurturing,LinkedIn,2025-03-24,3661546,Insurance,Pension Fund Management,Bahia,0
Nurturing,LinkedIn,2025-02-16,1694546,Financial Services,Fleet Auto Insurance,Rio de Janeiro,0
New,Partner,2025-08-03,21234275,Financial Services,Directors & Officers (D&O),Distrito Federal,0
New,Cold Call,2025-01-26,422075,Healthcare,Commercial Property,Bahia,0
Working,Trade Show,2025-07-21,1596921,Insurance,Directors & Officers (D&O),Sao Paulo,0
New,Trade Show,2025-05-23,852032,FinTech,Cyber Liability Insurance,Rio Grande do Sul,0
Closed - Not Converted,Referral,2025-09-07,822616,Insurance,Commercial Property,Parana,0
Closed - Converted,Cold Call,2025-04-01,3321782,FinTech,Group Health Insurance,Minas Gerais,1
New,Partner,2025-09-02,5745386,Financial Services,Group Health Insurance,Parana,0
New,LinkedIn,2025-07-30,30130196,Financial Services,Directors & Officers (D&O),Distrito Federal,0
Working,Web,2025-04-08,1392382,Insurance,Pension Fund Management,Bahia,0
Nurturing,LinkedIn,2025-04-30,7531954,Financial Services,Fleet Auto Insurance,Bahia,0
Working,Cold Call,2025-02-17,567563,Insurance,Pension Fund Management,Parana,0
New,Web,2025-10-25,8135844,Banking,Commercial Property,Santa Catarina,0
Nurturing,Partner,2025-11-25,567102,Insurance,Fleet Auto Insurance,Santa Catarina,0
Working,LinkedIn,2025-07-09,30792522,Financial Services,Pension Fund Management,Sao Paulo,0
New,LinkedIn,2025-10-07,2530697,Financial Services,Directors & Officers (D&O),Minas Gerais,0
New,Partner,2025-03-05,256645,Insurance,Cyber Liability Insurance,Santa Catarina,0
Working,Web,2025-07-02,1203216,Insurance,Fleet Auto Insurance,Sao Paulo,0
New,Partner,2025-06-19,1227279,FinTech,Pension Fund Management,Santa Catarina,0
New,Cold Call,2025-01-20,1341524,Insurance,Corporate Life Insurance,Rio Grande do Sul,0
New,Partner,2025-11-11,6398100,Financial Services,Commercial Property,Parana,0
Closed - Converted,LinkedIn,2025-03-22,20063883,Financial Services,Directors & Officers (D&O),Minas Gerais,1
New,Cold Call,2025-02-09,122463,Insurance,Commercial Property,Parana,0
Closed - Converted,LinkedIn,2025-06-08,5173093,Banking,Group Health Insurance,Distrito Federal,1
Working,Trade Show,2025-11-27,4948123,Insurance,Commercial Property,Rio de Janeiro,0
New,Referral,2025-04-09,5386583,Insurance,Corporate Life Insurance,Rio de Janeiro,0
Closed - Converted,Web,2025-02-06,14293839,Financial Services,Group Health Insurance,Distrito Federal,1
New,LinkedIn,2025-02-03,3817104,Financial Services,Directors & Officers (D&O),Rio de Janeiro,0
New,LinkedIn,2025-08-13,11779580,Financial Services,Corporate Life Insurance,Sao Paulo,0
Working,Cold Call,2025-01-23,1009211,Healthcare,Corporate Life Insurance,Santa Catarina,0
Nurturing,Referral,2025-01-17,3463443,Banking,Directors & Officers (D&O),Bahia,0
Working,Partner,2025-11-21,15072356,Financial Services,Corporate Life Insurance,Distrito Federal,0
Working,Referral,2025-05-08,22319328,Financial Services,Commercial Property,Bahia,0
Nurturing,Trade Show,2025-03-03,11704105,Financial Services,Cyber Liability Insurance,Bahia,0
Closed - Converted,LinkedIn,2025-10-19,705728,Insurance,Group Health Insurance,Parana,1
Nurturing,Trade Show,2025-05-08,11197272,FinTech,Group Health Insurance,Distrito Federal,0
New,Referral,2025-06-26,4920264,Financial Services,Group Health Insurance,Sao Paulo,0
Closed - Converted,Partner,2025-11-17,3155678,Insurance,Corporate Life Insurance,Bahia,1
Working,LinkedIn,2025-04-04,6538780,Financial Services,Pension Fund Management,Rio de Janeiro,0
New,Web,2025-01-11,20174898,Financial Services,Corporate Life Insurance,Parana,0
Closed - Converted,Partner,2025-03-05,1358682,Insurance,Group Health Insurance,Minas Gerais,1
Closed - Converted,Partner,2025-05-15,9865815,Financial Services,Fleet Auto Insurance,Distrito Federal,1
New,Cold Call,2025-03-28,2686800,Healthcare,Corporate Life Insurance,Distrito Federal,0
New,Partner,2025-01-14,446099,Retail,Corporate Life Insurance,Santa Catarina,0
Working,LinkedIn,2025-06-02,1140775,Insurance,Commercial Property,Parana,0
Closed - Converted,Trade Show,2025-07-13,2590959,Financial Services,Directors & Officers (D&O),Rio Grande do Sul,1
Closed - Converted,LinkedIn,2025-02-27,1716936,Healthcare,Directors & Officers (D&O),Minas Gerais,1
Working,LinkedIn,2025-04-09,1875443,Financial Services,Cyber Liability Insurance,Minas Gerais,0
New,LinkedIn,2025-03-24,1926351,Healthcare,Directors & Officers (D&O),Distrito Federal,0
Working,Partner,2025-08-15,666953,Insurance,Group Health Insurance,Parana,0
Closed - Not Converted,Trade Show,2025-11-13,346481,Insurance,Fleet Auto Insurance,Parana,0
Working,LinkedIn,2025-08-04,7719016,Financial Services,Directors & Officers (D&O),Sao Paulo,0
Working,Trade Show,2025-01-14,4495154,Insurance,Cyber Liability Insurance,Rio de Janeiro,0
Working,Partner,2025-04-13,10061831,Financial Services,Corporate Life Insurance,Bahia,0
Closed - Not Converted,Web,2025-07-06,322049,FinTech,Group Health Insurance,Bahia,0
New,Partner,2025-09-21,460263,Insurance,Directors & Officers (D&O),Rio Grande do Sul,0
Working,Partner,2025-08-16,2568709,Healthcare,Commercial Property,Minas Gerais,0
Working,Referral,2025-05-21,253289,FinTech,Fleet Auto Insurance,Distrito Federal,0
Working,Web,2025-02-15,1265819,Insurance,Corporate Life Insurance,Santa Catarina,0
Closed - Converted,Cold Call,2025-01-07,1874310,Banking,Fleet Auto Insurance,Santa Catarina,1
Working,Cold Call,2025-05-31,6775552,Financial Services,Fleet Auto Insurance,Parana,0
New,Referral,2025-07-12,2988453,Financial Services,Pension Fund Management,Bahia,0
Working,Partner,2025-10-21,1158288,Insurance,Fleet Auto Insurance,Bahia,0
Working,Partner,2025-07-14,1745387,Financial Services,Fleet Auto Insurance,Bahia,0
Working,Partner,2025-06-01,10254503,Financial Services,Fleet Auto Insurance,Distrito Federal,0
Nurturing,Web,2025-04-04,13511472,Financial Services,Corporate Life Insurance,Distrito Federal,0
Closed - Not Converted,Web,2025-08-27,4962593,Healthcare,Directors & Officers (D&O),Bahia,0
Working,LinkedIn,2025-05-01,501858,Financial Services,Directors & Officers (D&O),Distrito Federal,0
New,Referral,2025-06-11,177648,FinTech,Fleet Auto Insurance,Minas Gerais,0
Working,LinkedIn,2025-01-04,5652386,Financial Services,Group Health Insurance,Bahia,0
New,Partner,2025-05-11,6875007,Financial Services,Fleet Auto Insurance,Rio de Janeiro,0
New,Web,2025-08-10,6308274,Banking,Group Health Insurance,Bahia,0
Working,Web,2025-08-27,21533441,Financial Services,Commercial Property,Parana,0
Nurturing,Trade Show,2025-03-16,330490,Healthcare,Corporate Life Insurance,Distrito Federal,0
Working,Trade Show,2025-04-05,434414,Insurance,Corporate Life Insurance,Rio de Janeiro,0
New,Web,2025-11-05,20421157,Banking,Pension Fund Management,Sao Paulo,0
Working,Cold Call,2025-07-18,1877238,Retail,Commercial Property,Sao Paulo,0
Closed - Converted,Trade Show,2025-06-21,1294240,Insurance,Commercial Property,Parana,1
Closed - Converted,Cold Call,2025-11-26,349398,Insurance,Fleet Auto Insurance,Santa Catarina,1
New,Cold Call,2025-11-02,668592,Financial Services,Corporate Life Insurance,Sao Paulo,0
New,Partner,2025-05-25,16291505,Financial Services,Fleet Auto Insurance,Rio Grande do Sul,0
Closed - Converted,Referral,2025-03-23,6258774,Insurance,Pension Fund Management,Parana,1
New,Cold Call,2025-01-15,9134306,Financial Services,Directors & Officers (D&O),Rio de Janeiro,0
Closed - Converted,Referral,2025-01-28,4316215,Financial Services,Directors & Officers (D&O),Parana,1
Closed - Not Converted,Partner,2025-08-11,5468625,Insurance,Directors & Officers (D&O),Minas Gerais,0
Working,Partner,2025-07-04,6290776,Financial Services,Fleet Auto Insurance,Santa Catarina,0
Closed - Not Converted,Referral,2025-09-11,28704902,Financial Services,Commercial Property,Rio de Janeiro,0
New,LinkedIn,2025-02-06,13000062,FinTech,Corporate Life Insurance,Bahia,0
Nurturing,Cold Call,2025-10-12,471266,Insurance,Commercial Property,Santa Catarina,0
Working,Web,2025-07-15,564456,Retail,Group Health Insurance,Santa Catarina,0
Closed - Not Converted,Cold Call,2025-02-28,3915551,Financial Services,Corporate Life Insurance,Rio Grande do Sul,0
Closed - Converted,Cold Call,2025-02-22,27393894,Financial Services,Commercial Property,Sao Paulo,1
Closed - Not Converted,LinkedIn,2025-07-03,1058064,FinTech,Group Health Insurance,Bahia,0
Working,Referral,2025-03-04,859225,Insurance,Group Health Insurance,Sao Paulo,0
Closed - Converted,Trade Show,2025-05-19,4572976,Healthcare,Corporate Life Insurance,Rio de Janeiro,1
Working,Cold Call,2025-02-19,798927,Healthcare,Group Health Insurance,Rio Grande do Sul,0
New,Web,2025-03-22,16384500,Banking,Cyber Liability Insurance,Santa Catarina,0
New,Web,2025-10-24,634202,Insurance,Fleet Auto Insurance,Rio Grande do Sul,0
New,Cold Call,2025-02-11,3709691,Financial Services,Fleet Auto Insurance,Santa Catarina,0
Nurturing,Referral,2025-01-15,20360103,Financial Services,Commercial Property,Minas Gerais,0
Closed - Converted,Partner,2025-08-21,197661,Insurance,Fleet Auto Insurance,Rio de Janeiro,1
Closed - Converted,Partner,2025-08-03,1783428,Insurance,Pension Fund Management,Minas Gerais,1
Working,LinkedIn,2025-07-17,601579,Insurance,Cyber Liability Insurance,Santa Catarina,0
Working,Referral,2025-02-02,4366154,Retail,Commercial Property,Distrito Federal,0
Nurturing,Partner,2025-01-20,567503,FinTech,Commercial Property,Santa Catarina,0
Closed - Converted,Referral,2025-05-19,15062938,Financial Services,Directors & Officers (D&O),Santa Catarina,1
Closed - Not Converted,Partner,2025-08-23,1043948,Retail,Fleet Auto Insurance,Bahia,0
New,Web,2025-10-29,2386296,Insurance,Directors & Officers (D&O),Distrito Federal,0
New,Trade Show,2025-11-13,849024,Healthcare,Pension Fund Management,Distrito Federal,0
Closed - Converted,Web,2025-06-10,449022,FinTech,Group Health Insurance,Bahia,1
Working,Trade Show,2025-01-11,2517434,FinTech,Commercial Property,Bahia,0
Closed - Converted,Referral,2025-05-13,730063,Insurance,Corporate Life Insurance,Santa Catarina,1
Closed - Converted,Referral,2025-07-25,3769424,Financial Services,Corporate Life Insurance,Sao Paulo,1
New,Web,2025-03-18,4376969,Insurance,Directors & Officers (D&O),Minas Gerais,0
New,Web,2025-10-30,1037947,FinTech,Group Health Insurance,Sao Paulo,0
Closed - Converted,Trade Show,2025-01-05,386762,Retail,Commercial Property,Minas Gerais,1
New,Web,2025-01-20,10412928,Financial Services,Directors & Officers (D&O),Sao Paulo,0
New,Trade Show,2025-10-23,671497,Healthcare,Cyber Liability Insurance,Parana,0
Closed - Not Converted,Referral,2025-10-01,175847,FinTech,Directors & Officers (D&O),Bahia,0
Working,Partner,2025-08-26,1282716,Insurance,Cyber Liability Insurance,Rio Grande do Sul,0
Working,LinkedIn,2025-01-07,1789709,Insurance,Corporate Life Insurance,Sao Paulo,0
Nurturing,Partner,2025-09-29,740403,Insurance,Commercial Property,Rio Grande do Sul,0
Closed - Converted,Partner,2025-06-06,6198166,Financial Services,Group Health Insurance,Minas Gerais,1
Working,Web,2025-06-28,15119367,Financial Services,Fleet Auto Insurance,Rio de Janeiro,0
Working,Referral,2025-11-07,14232502,Financial Services,Corporate Life Insurance,Parana,0
Closed - Not Converted,LinkedIn,2025-06-23,13479593,Financial Services,Group Health Insurance,Sao Paulo,0
New,LinkedIn,2025-03-20,15256832,Retail,Group Health Insurance,Rio de Janeiro,0
New,Referral,2025-04-07,2001710,Retail,Cyber Liability Insurance,Rio de Janeiro,0
Working,Cold Call,2025-07-16,16580742,Financial Services,Pension Fund Management,Rio de Janeiro,0
Closed - Not Converted,Referral,2025-10-29,40780803,Financial Services,Directors & Officers (D&O),Sao Paulo,0
Working,Referral,2025-08-05,2460304,Financial Services,Fleet Auto Insurance,Sao Paulo,0
Closed - Converted,Web,2025-07-20,2369168,Retail,Group Health Insurance,Bahia,1
Working,Referral,2025-01-04,997376,Insurance,Directors & Officers (D&O),Minas Gerais,0
New,LinkedIn,2025-05-22,985606,Insurance,Cyber Liability Insurance,Rio Grande do Sul,0
Working,Referral,2025-04-29,8838917,Financial Services,Cyber Liability Insurance,Bahia,0
Closed - Converted,Partner,2025-05-29,4715978,Insurance,Directors & Officers (D&O),Rio Grande do Sul,1
Closed - Converted,Web,2025-08-17,970698,Retail,Corporate Life Insurance,Rio de Janeiro,1
Working,Cold Call,2025-07-01,15967605,Financial Services,Directors & Officers (D&O),Sao Paulo,0
New,Web,2025-06-17,7587757,Financial Services,Cyber Liability Insurance,Santa Catarina,0
Working,Partner,2025-11-01,11244004,Financial Services,Pension Fund Management,Parana,0
New,Trade Show,2025-10-12,6884519,Financial Services,Fleet Auto Insurance,Bahia,0
Working,Referral,2025-02-15,9189066,Financial Services,Pension Fund Management,Rio de Janeiro,0
Closed - Converted,Cold Call,2025-06-30,1487530,Insurance,Fleet Auto Insurance,Bahia,1
Closed - Converted,Web,2025-07-24,1715895,Insurance,Cyber Liability Insurance,Minas Gerais,1
New,Cold Call,2025-03-23,12751692,Financial Services,Fleet Auto Insurance,Minas Gerais,0
Working,LinkedIn,2025-07-17,7290354,Banking,Commercial Property,Rio Grande do Sul,0
Closed - Not Converted,Cold Call,2025-05-18,6884462,Banking,Pension Fund Management,Parana,0
Working,Referral,2025-08-15,50095223,Financial Services,Group Health Insurance,Sao Paulo,0
Closed - Converted,Referral,2025-05-15,1474270,FinTech,Pension Fund Management,Bahia,1
Working,Referral,2025-09-26,1687086,Healthcare,Corporate Life Insurance,Rio Grande do Sul,0
Working,Partner,2025-06-03,26217345,Banking,Cyber Liability Insurance,Rio de Janeiro,0
New,Trade Show,2025-10-03,16256653,Insurance,Pension Fund Management,Santa Catarina,0
Working,Trade Show,2025-04-17,8750411,Financial Services,Corporate Life Insurance,Distrito Federal,0
Nurturing,LinkedIn,2025-07-30,2789964,FinTech,Group Health Insurance,Minas Gerais,0
New,Referral,2025-06-28,5578391,Financial Services,Pension Fund Management,Santa Catarina,0
Nurturing,Partner,2025-10-06,10630395,Banking,Group Health Insurance,Santa Catarina,0
New,Web,2025-05-19,412249,Insurance,Corporate Life Insurance,Parana,0
Working,Trade Show,2025-05-07,3822312,Financial Services,Group Health Insurance,Rio Grande do Sul,0
Nurturing,Web,2025-02-10,82497103,Financial Services,Commercial Property,Sao Paulo,0
Working,Trade Show,2025-02-19,15645559,Financial Services,Pension Fund Management,Parana,0
Closed - Not Converted,Cold Call,2025-11-20,9166047,Insurance,Group Health Insurance,Minas Gerais,0
New,Partner,2025-08-22,284875,Insurance,Directors & Officers (D&O),Santa Catarina,0
New,LinkedIn,2025-06-13,5847316,Insurance,Corporate Life Insurance,Bahia,0
New,Cold Call,2025-11-04,23154424,Financial Services,Pension Fund Management,Bahia,0
Nurturing,Cold Call,2025-03-26,7558600,Financial Services,Group Health Insurance,Minas Gerais,0
Closed - Converted,Web,2025-10-21,1865522,Insurance,Directors & Officers (D&O),Santa Catarina,1
New,Partner,2025-02-28,7174359,Financial Services,Fleet Auto Insurance,Rio Grande do Sul,0
New,Cold Call,2025-06-03,6418638,Financial Services,Group Health Insurance,Rio de Janeiro,0
Working,Web,2025-07-05,29806965,Financial Services,Cyber Liability Insurance,Santa Catarina,0
Working,Referral,2025-05-28,424765,Healthcare,Directors & Officers (D&O),Rio de Janeiro,0
Closed - Converted,Partner,2025-01-15,30798439,Financial Services,Group Health Insurance,Sao Paulo,1
Working,Partner,2025-02-05,24386697,Financial Services,Group Health Insurance,Parana,0
New,LinkedIn,2025-09-02,1547816,Insurance,Directors & Officers (D&O),Rio Grande do Sul,0
Working,Web,2025-05-09,3892470,FinTech,Commercial Property,Sao Paulo,0
Closed - Converted,Referral,2025-03-02,1044986,FinTech,Corporate Life Insurance,Santa Catarina,1
New,LinkedIn,2025-04-15,9768969,Financial Services,Directors & Officers (D&O),Parana,0
Closed - Not Converted,Partner,2025-10-20,1066510,FinTech,Cyber Liability Insurance,Parana,0
Closed - Converted,Cold Call,2025-09-16,12990857,Financial Services,Commercial Property,Rio Grande do Sul,1
New,Partner,2025-11-13,4229328,Financial Services,Corporate Life Insurance,Sao Paulo,0
Closed - Converted,Trade Show,2025-11-09,434882,Insurance,Corporate Life Insurance,Santa Catarina,1
New,LinkedIn,2025-08-04,7860962,Insurance,Group Health Insurance,Santa Catarina,0
Nurturing,Web,2025-05-09,41470853,Financial Services,Corporate Life Insurance,Bahia,0
New,Partner,2025-06-25,16067506,Financial Services,Cyber Liability Insurance,Santa Catarina,0
Closed - Not Converted,Trade Show,2025-01-20,1970124,Insurance,Group Health Insurance,Rio Grande do Sul,0
Working,LinkedIn,2025-04-16,42952045,Banking,Corporate Life Insurance,Santa Catarina,0
Working,Referral,2025-02-14,3860899,Banking,Pension Fund Management,Minas Gerais,0
New,Cold Call,2025-11-18,3068913,Insurance,Cyber Liability Insurance,Distrito Federal,0
Working,Partner,2025-06-26,722772,Insurance,Pension Fund Management,Rio de Janeiro,0
Closed - Not Converted,Trade Show,2025-07-06,1647376,Insurance,Pension Fund Management,Bahia,0
New,LinkedIn,2025-04-21,2021969,Insurance,Fleet Auto Insurance,Parana,0
New,Web,2025-04-01,14251560,Financial Services,Cyber Liability Insurance,Sao Paulo,0
Closed - Converted,Partner,2025-01-30,32912959,Banking,Directors & Officers (D&O),Rio Grande do Sul,1
Closed - Converted,Cold Call,2025-06-07,1826855,Banking,Cyber Liability Insurance,Bahia,1
Working,LinkedIn,2025-03-10,5098037,Financial Services,Corporate Life Insurance,Minas Gerais,0
New,Cold Call,2025-06-10,7892988,Financial Services,Directors & Officers (D&O),Sao Paulo,0
Working,Referral,2025-08-24,17844587,Financial Services,Cyber Liability Insurance,Rio Grande do Sul,0
New,Web,2025-03-25,1438360,Insurance,Corporate Life Insurance,Parana,0
New,Trade Show,2025-09-28,1595736,Retail,Pension Fund Management,Parana,0
New,LinkedIn,2025-07-14,4831162,Insurance,Commercial Property,Rio Grande do Sul,0
Working,Cold Call,2025-10-19,14694188,Financial Services,Commercial Property,Parana,0
Closed - Not Converted,Web,2025-06-04,13946403,Financial Services,Group Health Insurance,Rio Grande do Sul,0
Working,Partner,2025-07-23,2327383,Insurance,Fleet Auto Insurance,Parana,0
Working,LinkedIn,2025-01-26,664168,Insurance,Directors & Officers (D&O),Sao Paulo,0
Working,Partner,2025-02-25,5729007,Financial Services,Group Health Insurance,Bahia,0
New,LinkedIn,2025-04-13,820895,Retail,Corporate Life Insurance,Rio Grande do Sul,0
Working,LinkedIn,2025-04-20,25871463,Banking,Corporate Life Insurance,Sao Paulo,0
Working,Partner,2025-11-07,720714,FinTech,Cyber Liability Insurance,Rio Grande do Sul,0
Working,LinkedIn,2025-07-22,1089958,FinTech,Directors & Officers (D&O),Rio de Janeiro,0
Nurturing,Referral,2025-04-18,18646790,Financial Services,Pension Fund Management,Parana,0
Working,Referral,2025-09-15,10551846,Financial Services,Group Health Insurance,Minas Gerais,0
Closed - Converted,Trade Show,2025-08-24,6490368,Financial Services,Fleet Auto Insurance,Rio de Janeiro,1
Working,Cold Call,2025-06-27,8126034,Financial Services,Cyber Liability Insurance,Rio Grande do Sul,0
Working,Web,2025-07-21,413048,Insurance,Commercial Property,Santa Catarina,0
Working,Cold Call,2025-06-06,371846,Insurance,Directors & Officers (D&O),Santa Catarina,0
New,Partner,2025-07-25,7495484,Financial Services,Pension Fund Management,Parana,0
Nurturing,Cold Call,2025-04-11,13857126,Banking,Directors & Officers (D&O),Rio de Janeiro,0
Nurturing,Cold Call,2025-09-10,2123140,FinTech,Group Health Insurance,Sao Paulo,0
New,Web,2025-01-24,401758,FinTech,Directors & Officers (D&O),Distrito Federal,0
Working,LinkedIn,2025-07-10,471191,Insurance,Pension Fund Management,Santa Catarina,0
Closed - Not Converted,Web,2025-10-09,1405669,Financial Services,Directors & Officers (D&O),Distrito Federal,0
New,Partner,2025-07-04,2039339,Healthcare,Pension Fund Management,Santa Catarina,0
Closed - Not Converted,Partner,2025-08-04,502348,FinTech,Cyber Liability Insurance,Bahia,0
New,Referral,2025-04-11,210475,Healthcare,Cyber Liability Insurance,Santa Catarina,0
Closed - Not Converted,Cold Call,2025-04-05,20559017,Financial Services,Cyber Liability Insurance,Rio de Janeiro,0
Nurturing,Web,2025-04-12,11066931,Financial Services,Directors & Officers (D&O),Rio Grande do Sul,0
New,LinkedIn,2025-06-21,7552671,Financial Services,Directors & Officers (D&O),Rio Grande do Sul,0
Working,Cold Call,2025-11-06,1664325,Retail,Pension Fund Management,Minas Gerais,0
Closed - Converted,Cold Call,2025-02-17,31113971,Financial Services,Commercial Property,Santa Catarina,1
Working,Partner,2025-07-23,2085930,Insurance,Commercial Property,Sao Paulo,0
New,Partner,2025-07-25,770235,Insurance,Group Health Insurance,Parana,0
Working,LinkedIn,2025-04-10,2972543,FinTech,Fleet Auto Insurance,Distrito Federal,0
Closed - Converted,Partner,2025-02-16,1047113,FinTech,Group Health Insurance,Distrito Federal,1
New,Partner,2025-01-31,9255712,Banking,Group Health Insurance,Distrito Federal,0
Working,Trade Show,2025-08-29,955389,Insurance,Corporate Life Insurance,Rio Grande do Sul,0
New,Trade Show,2025-04-25,1177992,Insurance,Group Health Insurance,Bahia,0
New,Referral,2025-11-21,37775290,Financial Services,Corporate Life Insurance,Parana,0
Working,Web,2025-09-20,28328799,Banking,Cyber Liability Insurance,Minas Gerais,0
Closed - Converted,LinkedIn,2025-09-30,1360369,FinTech,Pension Fund Management,Sao Paulo,1
Nurturing,Web,2025-09-26,8865300,Financial Services,Commercial Property,Rio de Janeiro,0
Working,Trade Show,2025-06-09,11107555,Insurance,Fleet Auto Insurance,Minas Gerais,0
New,LinkedIn,2025-05-25,718248,Retail,Commercial Property,Parana,0
Working,Cold Call,2025-07-05,21104903,Financial Services,Commercial Property,Minas Gerais,0
New,Partner,2025-06-04,534674,Insurance,Corporate Life Insurance,Parana,0
Working,Trade Show,2025-02-09,4663042,Financial Services,Group Health Insurance,Santa Catarina,0
New,Cold Call,2025-08-06,843665,Insurance,Fleet Auto Insurance,Bahia,0
New,Web,2025-02-02,296566,Retail,Corporate Life Insurance,Minas Gerais,0
Closed - Not Converted,Trade Show,2025-10-24,430758,Insurance,Commercial Property,Bahia,0
Working,Trade Show,2025-04-17,5490514,Retail,Fleet Auto Insurance,Minas Gerais,0
Nurturing,Partner,2025-02-10,8526907,Financial Services,Cyber Liability Insurance,Santa Catarina,0
New,Partner,2025-10-11,9114325,Banking,Corporate Life Insurance,Rio Grande do Sul,0
Working,Partner,2025-09-18,1950927,Insurance,Cyber Liability Insurance,Santa Catarina,0
Nurturing,LinkedIn,2025-05-03,3280064,FinTech,Commercial Property,Bahia,0
Nurturing,Partner,2025-05-08,56648128,Financial Services,Corporate Life Insurance,Distrito Federal,0
Closed - Not Converted,Partner,2025-09-02,1594065,Insurance,Corporate Life Insurance,Rio Grande do Sul,0
New,Trade Show,2025-01-05,47179117,Financial Services,Pension Fund Management,Rio Grande do Sul,0
Closed - Converted,Trade Show,2025-11-13,280158,Insurance,Directors & Officers (D&O),Rio Grande do Sul,1
New,LinkedIn,2025-01-02,4620643,Financial Services,Group Health Insurance,Parana,0
New,Cold Call,2025-05-01,8532306,Financial Services,Cyber Liability Insurance,Santa Catarina,0
New,Cold Call,2025-03-10,743821,Insurance,Commercial Property,Santa Catarina,0
New,Referral,2025-07-22,23577766,Financial Services,Directors & Officers (D&O),Minas Gerais,0
Closed - Converted,Referral,2025-09-01,1483338,Insurance,Directors & Officers (D&O),Bahia,1
Closed - Not Converted,Web,2025-05-04,77496192,Financial Services,Group Health Insurance,Parana,0
Working,Cold Call,2025-09-26,2439372,Insurance,Group Health Insurance,Minas Gerais,0
Working,Referral,2025-09-22,1111798,Healthcare,Cyber Liability Insurance,Distrito Federal,0
Closed - Converted,Referral,2025-06-02,10072195,Financial Services,Pension Fund Management,Sao Paulo,1
Closed - Converted,Cold Call,2025-05-28,3124177,Healthcare,Directors & Officers (D&O),Bahia,1
New,Partner,2025-02-28,414261,Insurance,Cyber Liability Insurance,Parana,0
Nurturing,Trade Show,2025-04-10,327604,Retail,Corporate Life Insurance,Minas Gerais,0
Closed - Converted,Trade Show,2025-04-01,1794990,Financial Services,Group Health Insurance,Bahia,1
Nurturing,Cold Call,2025-10-06,9071632,Banking,Commercial Property,Minas Gerais,0
New,Trade Show,2025-06-03,201968,Insurance,Corporate Life Insurance,Distrito Federal,0
Working,Partner,2025-06-17,701177,Retail,Cyber Liability Insurance,Parana,0
Closed - Converted,Partner,2025-06-16,812131,FinTech,Commercial Property,Parana,1
New,LinkedIn,2025-08-20,1419255,Insurance,Corporate Life Insurance,Sao Paulo,0
Closed - Converted,Web,2025-04-09,2077535,Insurance,Cyber Liability Insurance,Distrito Federal,1
New,Cold Call,2025-10-11,1045661,Insurance,Group Health Insurance,Rio Grande do Sul,0
Working,LinkedIn,2025-03-14,2425489,Financial Services,Cyber Liability Insurance,Rio Grande do Sul,0
New,Cold Call,2025-11-15,9617417,Financial Services,Fleet Auto Insurance,Parana,0
Working,Trade Show,2025-11-08,2723094,Insurance,Fleet Auto Insurance,Santa Catarina,0
Closed - Not Converted,Trade Show,2025-07-16,2373349,Financial Services,Commercial Property,Minas Gerais,0
New,Partner,2025-08-07,1283319,Insurance,Group Health Insurance,Parana,0
Closed - Converted,Referral,2025-07-29,2958611,Insurance,Fleet Auto Insurance,Rio Grande do Sul,1
Working,Partner,2025-08-12,675790,Insurance,Fleet Auto Insurance,Santa Catarina,0
Closed - Converted,Cold Call,2025-01-11,11377359,Financial Services,Pension Fund Management,Bahia,1
Closed - Converted,LinkedIn,2025-05-24,2836392,Retail,Directors & Officers (D&O),Parana,1
New,Web,2025-03-18,2439533,Insurance,Pension Fund Management,Rio de Janeiro,0
Working,Trade Show,2025-03-16,15948195,Financial Services,Cyber Liability Insurance,Sao Paulo,0
Closed - Converted,Partner,2025-04-06,896076,FinTech,Group Health Insurance,Santa Catarina,1
New,Trade Show,2025-05-04,7337961,Financial Services,Pension Fund Management,Rio de Janeiro,0
Working,Partner,2025-02-08,2015748,Healthcare,Fleet Auto Insurance,Santa Catarina,0
New,Partner,2025-11-07,3533344,Retail,Commercial Property,Sao Paulo,0
Nurturing,Cold Call,2025-11-04,898891,Insurance,Cyber Liability Insurance,Rio de Janeiro,0
Nurturing,Trade Show,2025-04-22,1258760,Insurance,Cyber Liability Insurance,Santa Catarina,0
Closed - Not Converted,Cold Call,2025-06-12,882731,Insurance,Pension Fund Management,Parana,0
Working,Trade Show,2025-06-12,26908234,Financial Services,Pension Fund Management,Bahia,0
New,Cold Call,2025-09-10,1505143,Financial Services,Cyber Liability Insurance,Bahia,0
Working,Cold Call,2025-08-03,52474669,Financial Services,Group Health Insurance,Rio Grande do Sul,0
Working,LinkedIn,2025-09-29,8115819,Banking,Group Health Insurance,Rio de Janeiro,0
Working,Referral,2025-06-29,5947380,Insurance,Corporate Life Insurance,Parana,0
Closed - Converted,Trade Show,2025-04-19,283428,Insurance,Corporate Life Insurance,Minas Gerais,1
Working,Cold Call,2025-01-05,281001,Healthcare,Pension Fund Management,Sao Paulo,0
Working,LinkedIn,2025-09-04,357340,Insurance,Directors & Officers (D&O),Rio de Janeiro,0
