Id,Name,StageName,Amount,CreatedDate,CloseDate,Probability,LeadSource,Product,LeadId
006e7bc9246d8ff,LexCorp 65 - Cyber Liability Insurance,Proposal/Price Quote,6229,2025-02-01,2025-05-08,75,Partner,Cyber Liability Insurance,00Q424b3c9e6df9
006cb2afdbd8709,Globex 10 - Fleet Auto Insurance,Value Proposition,65457,2025-11-25,2026-04-16,50,Trade Show,Fleet Auto Insurance,00Q805bb51cc07a
00699fe73bcfb00,Hooli 88 - Pension Fund Management,Proposal/Price Quote,264223,2025-11-01,2026-02-07,75,Partner,Pension Fund Management,00Qe86930f48fba
006e027cc60e74f,Vandelay Ind 35 - Directors & Officers (D&O),Negotiation/Review,8601,2025-06-03,2025-07-04,90,Cold Call,Directors & Officers (D&O),00Q5e8b9a903e08
00605f329a2af14,Aperture Science 12 - Group Health Insurance,Qualification,191244,2025-02-25,2025-05-24,20,Partner,Group Health Insurance,00Qd11f0eddc82c
006fb0991cc09f0,Vandelay Ind 92 - Commercial Property,Value Proposition,67097,2025-03-29,2025-09-09,50,LinkedIn,Commercial Property,00Qeb9d45cc6105
00681491d53b2b3,Black Mesa 79 - Corporate Life Insurance,Qualification,44835,2025-02-15,2025-04-21,20,Web,Corporate Life Insurance,00Q405543d1cfa0
0064bc0ac7ec200,Oscorp 36 - Pension Fund Management,Value Proposition,16717,2025-10-10,2026-04-08,50,Partner,Pension Fund Management,00Q784c17d062dc
0068e6484ae81d9,Acme Corp 70 - Directors & Officers (D&O),Prospecting,21185,2025-06-18,2025-07-31,10,Cold Call,Directors & Officers (D&O),00Q87dd76af3503
0062261af917d5f,Umbrella Corp 76 - Fleet Auto Insurance,Proposal/Price Quote,327633,2025-06-01,2025-10-21,75,Partner,Fleet Auto Insurance,00Q6e65e0004024
00608e69ce7756b,Gekko & Co 93 - Pension Fund Management,Proposal/Price Quote,17670,2025-06-01,2025-07-28,75,Web,Pension Fund Management,00Q12841b72ae1e
006d7155df2c8bf,Gekko & Co 90 - Fleet Auto Insurance,Qualification,75964,2025-02-08,2025-07-12,20,Partner,Fleet Auto Insurance,00Q84abed1f34c0
0062eb9f21a71da,Tyrell Corp 41 - Directors & Officers (D&O),Needs Analysis,6729,2025-05-01,2025-09-05,30,LinkedIn,Directors & Officers (D&O),00Q0588c1b36ee8
006807245869efb,Dunder Mifflin 4 - Cyber Liability Insurance,Value Proposition,312617,2025-04-29,2025-07-08,50,Referral,Cyber Liability Insurance,00Q2461d2e056f2
006e52e7f67c3e1,Virtucon 24 - Corporate Life Insurance,Negotiation/Review,101490,2025-09-17,2025-12-14,90,Partner,Corporate Life Insurance,00Q5deca9aff0a0
006cf93c839b906,Wayne Ent 25 - Fleet Auto Insurance,Value Proposition,16162,2025-01-19,2025-03-17,50,Web,Fleet Auto Insurance,00Q2cabe9415d7d
006c66925513f65,Black Mesa 81 - Pension Fund Management,Value Proposition,1077835,2025-06-12,2025-08-16,50,Trade Show,Pension Fund Management,00Qe4516e03ff3b
006850161d52b3a,Cyberdyne 90 - Cyber Liability Insurance,Negotiation/Review,102439,2025-11-22,2026-04-12,90,LinkedIn,Cyber Liability Insurance,00Q0cd8e4b8e490
0063ba5576d01c2,Oscorp 20 - Pension Fund Management,Needs Analysis,426738,2025-08-15,2026-01-31,30,LinkedIn,Pension Fund Management,00Q8319132e00a2
0061a142b58f7ed,Virtucon 45 - Group Health Insurance,Proposal/Price Quote,77145,2025-06-20,2025-09-10,75,Web,Group Health Insurance,00Q035ac8adda66
0067c82baa53c53,Initech 15 - Directors & Officers (D&O),Proposal/Price Quote,6799,2025-06-06,2025-09-22,75,Cold Call,Directors & Officers (D&O),00Q779d4a500ae3
006e8f2a058f0b4,Dunder Mifflin 40 - Directors & Officers (D&O),Value Proposition,113604,2025-01-07,2025-05-10,50,Referral,Directors & Officers (D&O),00Qe8937fbc221c
006a60a8413e5ad,MomCorp 82 - Commercial Property,Needs Analysis,777736,2025-03-15,2025-07-02,30,LinkedIn,Commercial Property,00Qb36ad4203f45
006530ba280fdb9,Globex 47 - Corporate Life Insurance,Needs Analysis,30424,2025-03-30,2025-09-21,30,Cold Call,Corporate Life Insurance,00Qe23aa40bad25
006b7109590a8ea,Hooli 49 - Fleet Auto Insurance,Needs Analysis,10653,2025-10-28,2026-03-22,30,Trade Show,Fleet Auto Insurance,00Q6e122de8183b
00683970c098bb3,Massive Dynamic 76 - Pension Fund Management,Negotiation/Review,370118,2025-07-16,2026-01-03,90,Cold Call,Pension Fund Management,00Qc163b9f4825f
0061fb0e71ee64f,Globex 74 - Fleet Auto Insurance,Prospecting,487881,2025-05-31,2025-11-01,10,Cold Call,Fleet Auto Insurance,00Q07955d34650a
006b4f2bda580c5,Oscorp 28 - Pension Fund Management,Value Proposition,221095,2025-04-14,2025-09-11,50,Referral,Pension Fund Management,00Q46a023b7936f
006f2842a9b44c9,Dunder Mifflin 61 - Group Health Insurance,Negotiation/Review,129085,2025-06-11,2025-11-09,90,LinkedIn,Group Health Insurance,00Q3a77df1fe2fd
006a69655694a8e,Acme Corp 21 - Corporate Life Insurance,Value Proposition,182416,2025-03-10,2025-07-09,50,LinkedIn,Corporate Life Insurance,00Qc796192f026b
006c81f61fffa85,Hooli 53 - Fleet Auto Insurance,Qualification,119357,2025-06-06,2025-10-08,20,LinkedIn,Fleet Auto Insurance,00Q736b89efc8a4
006e200384e8e2e,Aperture Science 77 - Directors & Officers (D&O),Negotiation/Review,68815,2025-10-23,2025-11-30,90,LinkedIn,Directors & Officers (D&O),00Qa5c2f5ad7542
0060bf362b448a7,Stark Ind 50 - Fleet Auto Insurance,Needs Analysis,305151,2025-11-14,2026-05-07,30,Trade Show,Fleet Auto Insurance,00Qd61abb2cc4eb
006bc6ffb981095,Virtucon 93 - Fleet Auto Insurance,Prospecting,231203,2025-08-14,2025-11-10,10,Referral,Fleet Auto Insurance,00Q74a30f0ece04
006c9221b8f2d77,Acme Corp 15 - Group Health Insurance,Prospecting,8847,2025-10-19,2026-04-16,10,Web,Group Health Insurance,00Qb0de2402b82f
006f4fd34ed65bb,Hooli 19 - Pension Fund Management,Proposal/Price Quote,53052,2025-06-28,2025-12-19,75,Partner,Pension Fund Management,00Q56f759c32377
006fb56ba65fd5c,Black Mesa 28 - Cyber Liability Insurance,Qualification,182092,2025-03-13,2025-07-02,20,Trade Show,Cyber Liability Insurance,00Qd9ff93cd601a
006228b6c949597,Dunder Mifflin 24 - Commercial Property,Negotiation/Review,291160,2025-04-13,2025-05-18,90,Trade Show,Commercial Property,00Q327c83cbf11c
006de2023f326e3,MomCorp 17 - Cyber Liability Insurance,Prospecting,450664,2025-02-05,2025-05-11,10,Cold Call,Cyber Liability Insurance,00Qcda6326a5b65
00665da139b3b21,Wayne Ent 69 - Corporate Life Insurance,Needs Analysis,40944,2025-01-23,2025-07-11,30,Cold Call,Corporate Life Insurance,00Qe42459d19c10
006716de710f769,Initech 85 - Corporate Life Insurance,Value Proposition,209302,2025-09-10,2026-01-19,50,Web,Corporate Life Insurance,00Q0f6f5dce1343
0061389559db570,Stark Ind 66 - Pension Fund Management,Needs Analysis,8217,2025-01-05,2025-04-27,30,Cold Call,Pension Fund Management,00Q333269385c64
0067e95c6c41fb8,MomCorp 1 - Corporate Life Insurance,Qualification,635477,2025-06-27,2025-09-23,20,Partner,Corporate Life Insurance,00Qf09883c357ea
0063d4d5630c429,Cyberdyne 68 - Group Health Insurance,Value Proposition,175272,2025-06-25,2025-11-23,50,Trade Show,Group Health Insurance,00Q6748aef1381c
00615a0cdbac264,Tyrell Corp 86 - Cyber Liability Insurance,Qualification,161006,2025-02-19,2025-07-23,20,Referral,Cyber Liability Insurance,00Q899fdb60b109
006f65811cdfc83,LexCorp 85 - Directors & Officers (D&O),Value Proposition,19767,2025-07-22,2026-01-02,50,LinkedIn,Directors & Officers (D&O),00Qd67ecda4f2e8
006c9a4984dd33d,Massive Dynamic 45 - Directors & Officers (D&O),Proposal/Price Quote,413910,2025-10-14,2026-03-24,75,Cold Call,Directors & Officers (D&O),00Qe7dbb6bc66d0
006d6b67adda54e,Massive Dynamic 62 - Commercial Property,Qualification,159608,2025-04-29,2025-09-01,20,Trade Show,Commercial Property,00Q1c401c7c9f33
0063a23309a6c79,Tyrell Corp 35 - Commercial Property,Needs Analysis,11503,2025-10-06,2026-03-02,30,Web,Commercial Property,00Q0658f36f6399
0067a3ad64af3b2,Cyberdyne 24 - Pension Fund Management,Proposal/Price Quote,3477698,2025-07-04,2025-12-20,75,Trade Show,Pension Fund Management,00Qd49f2014297f
00600bb44e0ba82,LexCorp 3 - Directors & Officers (D&O),Qualification,9612,2025-09-04,2025-11-22,20,LinkedIn,Directors & Officers (D&O),00Q8057e7c71ceb
006abbc3cdb185f,Aperture Science 4 - Commercial Property,Value Proposition,754096,2025-11-23,2026-02-07,50,Trade Show,Commercial Property,00Qd59037688f36
0064f9a568dfa65,MomCorp 65 - Corporate Life Insurance,Needs Analysis,49179,2025-07-19,2025-10-03,30,Referral,Corporate Life Insurance,00Qff79cdf74c7e
006e6a5e073b3d1,Umbrella Corp 77 - Directors & Officers (D&O),Negotiation/Review,7899,2025-04-04,2025-07-17,90,Cold Call,Directors & Officers (D&O),00Q16e9a00c2c78
006e775537334a1,Gekko & Co 43 - Pension Fund Management,Qualification,147406,2025-08-19,2026-01-15,20,Cold Call,Pension Fund Management,00Qcaa53c172196
006cbe83d4e50a5,Umbrella Corp 36 - Corporate Life Insurance,Value Proposition,444374,2025-04-16,2025-08-31,50,LinkedIn,Corporate Life Insurance,00Q0c87c5969a7f
006c891c8b76361,Wayne Ent 91 - Commercial Property,Needs Analysis,174307,2025-10-05,2025-11-20,30,Web,Commercial Property,00Qc653f6c842c1
006376d95fcbc6b,Virtucon 24 - Fleet Auto Insurance,Value Proposition,97354,2025-07-09,2025-12-08,50,Web,Fleet Auto Insurance,00Qc2f2c4547e38
00667fca8a6526b,Soylent Corp 52 - Corporate Life Insurance,Value Proposition,328980,2025-06-12,2025-11-17,50,Partner,Corporate Life Insurance,00Q1cc2481c5849
0069e655cb7781f,Vandelay Ind 84 - Pension Fund Management,Value Proposition,21915,2025-04-25,2025-07-18,50,Web,Pension Fund Management,00Q1f51076627d9
006fb4c55e4715b,Umbrella Corp 59 - Group Health Insurance,Prospecting,23012,2025-08-19,2025-12-15,10,Cold Call,Group Health Insurance,00Q2aeaaa5bb102
006fb5e83d10001,Tyrell Corp 47 - Fleet Auto Insurance,Value Proposition,11117,2025-02-01,2025-04-18,50,LinkedIn,Fleet Auto Insurance,00Qca16584c0ae8
006c3031ce02f44,Umbrella Corp 36 - Corporate Life Insurance,Qualification,89067,2025-01-07,2025-04-13,20,LinkedIn,Corporate Life Insurance,00Qcccb6f80d51a
0062633128cd148,Cyberdyne 59 - Group Health Insurance,Qualification,536706,2025-06-24,2025-09-02,20,Referral,Group Health Insurance,00Q476587feaa74
006cfbc9be12bbd,Black Mesa 91 - Cyber Liability Insurance,Proposal/Price Quote,49405,2025-06-23,2025-10-29,75,Web,Cyber Liability Insurance,00Qdcce76b120da
0066efb0ef8ebd9,Virtucon 94 - Commercial Property,Prospecting,25265,2025-04-04,2025-06-04,10,LinkedIn,Commercial Property,00Qcf7a6ee9a634
00651a11f788d7a,Dunder Mifflin 62 - Fleet Auto Insurance,Prospecting,272364,2025-06-28,2025-10-05,10,Web,Fleet Auto Insurance,00Q61048eb7884d
0062fb6a194810a,Initech 9 - Directors & Officers (D&O),Value Proposition,44719,2025-05-13,2025-07-24,50,LinkedIn,Directors & Officers (D&O),00Q8119b4b70708
0066836d9a2b86d,Tyrell Corp 16 - Commercial Property,Proposal/Price Quote,86878,2025-08-16,2025-12-04,75,Partner,Commercial Property,00Qd7bf2cdf9d32
0068de0767d0b88,MomCorp 63 - Directors & Officers (D&O),Prospecting,74602,2025-04-26,2025-07-14,10,Web,Directors & Officers (D&O),00Q549b8cb5979d
0062409361c5b67,Dunder Mifflin 56 - Group Health Insurance,Negotiation/Review,76580,2025-08-11,2026-01-30,90,Partner,Group Health Insurance,00Q6bfabb65757e
00615fd1f17b755,Wayne Ent 75 - Fleet Auto Insurance,Value Proposition,37609,2025-07-02,2025-08-04,50,Web,Fleet Auto Insurance,00Q660fd7b2b9b1
00691bc73795f72,LexCorp 51 - Commercial Property,Value Proposition,53991,2025-07-23,2025-10-29,50,Partner,Commercial Property,00Q26846486a724
006d5745e8add07,Stark Ind 99 - Fleet Auto Insurance,Value Proposition,34165,2025-06-17,2025-11-30,50,Referral,Fleet Auto Insurance,00Qac96e4d61b0f
0067abe7a5d291e,Wayne Ent 2 - Directors & Officers (D&O),Needs Analysis,28569,2025-01-26,2025-05-29,30,LinkedIn,Directors & Officers (D&O),00Qb0cc4dea767e
006524caf19a3cf,Soylent Corp 49 - Fleet Auto Insurance,Qualification,199417,2025-07-20,2025-11-04,20,Referral,Fleet Auto Insurance,00Q115a2555c996
006fe977cb973eb,Virtucon 6 - Directors & Officers (D&O),Value Proposition,1043837,2025-11-05,2025-12-26,50,Cold Call,Directors & Officers (D&O),00Q601ef42c3349
00608de6f6b3bb2,Vandelay Ind 13 - Cyber Liability Insurance,Prospecting,31633,2025-07-23,2025-12-02,10,Trade Show,Cyber Liability Insurance,00Qccdfc4fe1072
0065e020a3dabd1,Wayne Ent 76 - Pension Fund Management,Proposal/Price Quote,55195,2025-07-03,2025-08-28,75,Web,Pension Fund Management,00Q7b930766d137
00626f61436f129,Virtucon 87 - Pension Fund Management,Negotiation/Review,202607,2025-11-04,2026-02-22,90,Web,Pension Fund Management,00Qce4dae519319
0065b79653a87d8,Stark Ind 77 - Group Health Insurance,Needs Analysis,155882,2025-09-25,2026-03-03,30,Cold Call,Group Health Insurance,00Qe8a9860a1cd1
006d8efd0688da4,Stark Ind 76 - Corporate Life Insurance,Negotiation/Review,129298,2025-04-10,2025-05-23,90,Web,Corporate Life Insurance,00Qd110a17e4100
006c60099109d7f,MomCorp 26 - Corporate Life Insurance,Needs Analysis,104973,2025-01-18,2025-04-14,30,Referral,Corporate Life Insurance,00Q36bbd61f78ab
00690f527e64cc4,MomCorp 15 - Pension Fund Management,Qualification,136370,2025-09-24,2025-12-18,20,Cold Call,Pension Fund Management,00Q4599b0beaaaf
0062523ef24823d,Massive Dynamic 92 - Cyber Liability Insurance,Negotiation/Review,1411570,2025-09-20,2026-02-16,90,Web,Cyber Liability Insurance,00Q934d6e044db7
006b1c7f7b4370c,Black Mesa 54 - Pension Fund Management,Negotiation/Review,1457873,2025-04-24,2025-08-23,90,Trade Show,Pension Fund Management,00Q8515d36e2126
00695e2d039d9fb,Gekko & Co 83 - Commercial Property,Needs Analysis,191883,2025-04-15,2025-10-04,30,Web,Commercial Property,00Q2bd8e90b4d17
006c985ebc47c51,LexCorp 49 - Cyber Liability Insurance,Negotiation/Review,2766745,2025-02-19,2025-08-10,90,Web,Cyber Liability Insurance,00Q845599948561
0060e4488a65704,Gekko & Co 64 - Fleet Auto Insurance,Proposal/Price Quote,38989,2025-05-27,2025-08-05,75,Partner,Fleet Auto Insurance,00Qc1afd9ccf6cc
0064df907fc3bde,Initech 73 - Pension Fund Management,Proposal/Price Quote,11232,2025-04-26,2025-06-05,75,Web,Pension Fund Management,00Qe9f0e898544a
0068456d49298d5,Acme Corp 27 - Corporate Life Insurance,Prospecting,47211,2025-05-18,2025-06-23,10,Referral,Corporate Life Insurance,00Q7f53c7000b3d
0060063fe873744,Gekko & Co 73 - Cyber Liability Insurance,Needs Analysis,164391,2025-06-08,2025-11-17,30,Trade Show,Cyber Liability Insurance,00Qacf293645191
00688b0014824b7,Tyrell Corp 6 - Cyber Liability Insurance,Negotiation/Review,493340,2025-07-17,2025-09-29,90,LinkedIn,Cyber Liability Insurance,00Qb0b5c1072d1d
006fe4973dbabf0,Soylent Corp 48 - Fleet Auto Insurance,Proposal/Price Quote,25685,2025-06-03,2025-09-01,75,LinkedIn,Fleet Auto Insurance,00Qca928bb0451a
006d7d5c86ee169,Globex 36 - Group Health Insurance,Proposal/Price Quote,147919,2025-06-19,2025-08-28,75,Referral,Group Health Insurance,00Qebc2a631f9ef
00694b9a1c330a1,Globex 3 - Group Health Insurance,Qualification,199353,2025-01-09,2025-02-15,20,Trade Show,Group Health Insurance,00Q20fc1d36df47
006f71118de55d6,Hooli 30 - Fleet Auto Insurance,Prospecting,11990,2025-05-21,2025-06-21,10,Referral,Fleet Auto Insurance,00Q88d6c06dcb20
0066e98864a4f2a,Soylent Corp 67 - Fleet Auto Insurance,Needs Analysis,764511,2025-01-06,2025-06-02,30,Cold Call,Fleet Auto Insurance,00Q149c8ec5b7a8
006705ddd40b171,Black Mesa 52 - Group Health Insurance,Qualification,92607,2025-10-14,2025-12-01,20,Partner,Group Health Insurance,00Q30c0765d5460
0062f63e591bc2c,Aperture Science 61 - Pension Fund Management,Prospecting,577735,2025-01-18,2025-04-06,10,Cold Call,Pension Fund Management,00Qcc062f0a037a
0063f0610cb94f8,Dunder Mifflin 37 - Directors & Officers (D&O),Prospecting,54819,2025-09-20,2025-11-11,10,Cold Call,Directors & Officers (D&O),00Qca4d2e3cf08c
006eb60a4a372bb,LexCorp 33 - Fleet Auto Insurance,Value Proposition,158093,2025-11-26,2026-01-31,50,Web,Fleet Auto Insurance,00Q05231b37eeff
006d5028046c844,MomCorp 8 - Group Health Insurance,Needs Analysis,885971,2025-02-24,2025-07-04,30,LinkedIn,Group Health Insurance,00Q2bfa2b1da934
006c5157b829f01,Cyberdyne 1 - Group Health Insurance,Prospecting,176338,2025-05-07,2025-06-24,10,Trade Show,Group Health Insurance,00Q26f2e39ba3fb
00670075dd41942,Oscorp 89 - Pension Fund Management,Prospecting,483214,2025-11-06,2026-01-21,10,Cold Call,Pension Fund Management,00Q944bb3d2ff31
006ed4f5c20d6fd,Dunder Mifflin 96 - Fleet Auto Insurance,Negotiation/Review,689717,2025-03-02,2025-05-20,90,Referral,Fleet Auto Insurance,00Qd1a499f137e7
006dca9cba221a7,Black Mesa 48 - Directors & Officers (D&O),Negotiation/Review,28701,2025-10-28,2026-02-26,90,Web,Directors & Officers (D&O),00Qa7fe02271e2e
0068edfc74e1bbc,Aperture Science 18 - Directors & Officers (D&O),Qualification,11552,2025-08-05,2025-10-29,20,Referral,Directors & Officers (D&O),00Q36feb11c80b1
0067941f12899a7,Virtucon 8 - Group Health Insurance,Prospecting,12567,2025-07-07,2025-08-27,10,Cold Call,Group Health Insurance,00Qc717883e8263
006fe30cf3834a4,Tyrell Corp 53 - Directors & Officers (D&O),Proposal/Price Quote,101933,2025-05-20,2025-06-24,75,Cold Call,Directors & Officers (D&O),00Q834baa780bd5
0066c8509b75a4c,Cyberdyne 30 - Pension Fund Management,Negotiation/Review,520982,2025-10-06,2026-02-25,90,Cold Call,Pension Fund Management,00Qf37f7c8c9d96
006e1e41d32171b,Umbrella Corp 47 - Commercial Property,Needs Analysis,29605,2025-06-12,2025-08-02,30,Cold Call,Commercial Property,00Q64353ddbd364
00683e655f14d67,Hooli 61 - Fleet Auto Insurance,Qualification,33729,2025-10-21,2025-12-11,20,Partner,Fleet Auto Insurance,00Q94f61fe79aed
006b5fe18a92b65,MomCorp 62 - Cyber Liability Insurance,Value Proposition,171146,2025-08-12,2025-12-25,50,Partner,Cyber Liability Insurance,00Qdc33c1fa7879
006bd3e2aefd171,Oscorp 64 - Directors & Officers (D&O),Needs Analysis,76817,2025-09-25,2025-10-29,30,Trade Show,Directors & Officers (D&O),00Q7d971dd39687
006a6e1ccc0b79f,Soylent Corp 85 - Fleet Auto Insurance,Needs Analysis,127345,2025-09-22,2026-02-06,30,Web,Fleet Auto Insurance,00Q7b2dc42823c0
00674b6ebf1fb80,Soylent Corp 89 - Corporate Life Insurance,Negotiation/Review,30973,2025-08-29,2026-02-02,90,Trade Show,Corporate Life Insurance,00Q38083802e966
006539e59ac1ca1,Acme Corp 85 - Commercial Property,Proposal/Price Quote,35258,2025-08-22,2025-10-10,75,Referral,Commercial Property,00Qdd6e680bc4f5
00612b5b105510c,Stark Ind 93 - Pension Fund Management,Needs Analysis,211949,2025-05-13,2025-06-13,30,Partner,Pension Fund Management,00Q4840e679a879
0066063f1e41ab5,Vandelay Ind 76 - Group Health Insurance,Value Proposition,7326,2025-08-21,2025-11-26,50,Cold Call,Group Health Insurance,00Q9a2df0aef85f
006ae0ace2462a4,Wayne Ent 86 - Fleet Auto Insurance,Qualification,163902,2025-03-07,2025-06-07,20,Web,Fleet Auto Insurance,00Qb38f3066b532
006e59cd560dd5e,Acme Corp 42 - Fleet Auto Insurance,Prospecting,74106,2025-01-30,2025-06-11,10,Referral,Fleet Auto Insurance,00Q3057db22c9d3
0062d9a62fff364,Black Mesa 55 - Cyber Liability Insurance,Needs Analysis,7293,2025-07-17,2025-11-18,30,LinkedIn,Cyber Liability Insurance,00Qbd58089767c9
006977ae03b6246,Massive Dynamic 63 - Group Health Insurance,Proposal/Price Quote,122131,2025-06-02,2025-11-12,75,Partner,Group Health Insurance,00Qb93766429425
0064639bbd58bb1,MomCorp 13 - Commercial Property,Negotiation/Review,49344,2025-07-24,2025-09-06,90,Web,Commercial Property,00Q67d2e2c57b55
006307162fdf7db,Hooli 83 - Group Health Insurance,Proposal/Price Quote,64545,2025-08-20,2025-12-23,75,Partner,Group Health Insurance,00Qa8a1f594bfd3
00613ef0996f32e,Stark Ind 30 - Directors & Officers (D&O),Negotiation/Review,8739,2025-07-24,2025-11-26,90,Partner,Directors & Officers (D&O),00Q0053450da74d
006fa006fb3dd59,Virtucon 71 - Group Health Insurance,Needs Analysis,78386,2025-03-17,2025-08-08,30,Partner,Group Health Insurance,00Q5abb33a073fa
0067f0703d907f0,Hooli 59 - Group Health Insurance,Negotiation/Review,358497,2025-11-11,2026-04-04,90,Web,Group Health Insurance,00Q80d7b4c2d2d5
0068c309b6fb014,Vandelay Ind 99 - Cyber Liability Insurance,Prospecting,67882,2025-11-24,2026-03-26,10,Trade Show,Cyber Liability Insurance,00Qbcd035b5eb8c
006ad5540db7470,Gekko & Co 85 - Group Health Insurance,Prospecting,510178,2025-07-10,2025-12-17,10,Trade Show,Group Health Insurance,00Q3956fba9aefd
006602cb7ec8bce,Tyrell Corp 88 - Fleet Auto Insurance,Prospecting,37560,2025-06-03,2025-11-06,10,Cold Call,Fleet Auto Insurance,00Q03b9307ab852
006a679cae82253,Acme Corp 73 - Cyber Liability Insurance,Negotiation/Review,44789,2025-08-29,2025-11-27,90,Cold Call,Cyber Liability Insurance,00Qb592f25e629e
0063c493014711f,Globex 27 - Group Health Insurance,Needs Analysis,205181,2025-02-27,2025-07-18,30,Partner,Group Health Insurance,00Qba1dca5cd2f7
006ba1501db9c42,Wayne Ent 8 - Pension Fund Management,Qualification,22767,2025-04-08,2025-08-16,20,Web,Pension Fund Management,00Qf99513021320
006efa3e3c28ce2,Cyberdyne 38 - Corporate Life Insurance,Value Proposition,255982,2025-04-17,2025-06-19,50,Trade Show,Corporate Life Insurance,00Q691cae9fda81
0065ae099acbacf,Acme Corp 39 - Corporate Life Insurance,Value Proposition,25831,2025-07-07,2025-09-29,50,Web,Corporate Life Insurance,00Q77e95f7e07e0
006dafb4151bd56,Cyberdyne 34 - Cyber Liability Insurance,Negotiation/Review,90780,2025-04-09,2025-09-13,90,LinkedIn,Cyber Liability Insurance,00Q3bcf3ae7679d
006160c87077545,Acme Corp 65 - Directors & Officers (D&O),Needs Analysis,762403,2025-05-29,2025-09-30,30,Trade Show,Directors & Officers (D&O),00Q3abd039a02a4
006576af89ccf45,Dunder Mifflin 98 - Group Health Insurance,Needs Analysis,465577,2025-07-25,2026-01-03,30,Cold Call,Group Health Insurance,00Q3e445ef5f34d
0061bfd9df37e1f,MomCorp 96 - Cyber Liability Insurance,Prospecting,117582,2025-02-04,2025-04-25,10,Partner,Cyber Liability Insurance,00Q66622689d68d
0065daccf7cb33f,Vandelay Ind 65 - Pension Fund Management,Qualification,261839,2025-08-13,2025-10-28,20,Web,Pension Fund Management,00Q5282bcf357a8
006c6e9d2547a8b,Virtucon 64 - Fleet Auto Insurance,Prospecting,279299,2025-02-13,2025-05-07,10,Referral,Fleet Auto Insurance,00Qca52d2b70caf
0067586461321c7,Wayne Ent 91 - Fleet Auto Insurance,Prospecting,133515,2025-06-08,2025-11-14,10,Trade Show,Fleet Auto Insurance,00Q26c9d8a7d98f
0066cf832b4e07a,Aperture Science 7 - Directors & Officers (D&O),Needs Analysis,98184,2025-06-30,2025-12-22,30,Cold Call,Directors & Officers (D&O),00Q8f5e057b3d3b
006e40c00cf8327,Virtucon 90 - Directors & Officers (D&O),Qualification,745083,2025-07-01,2025-11-12,20,Cold Call,Directors & Officers (D&O),00Qaeed418ac9d0
00621db22c393e1,Acme Corp 4 - Corporate Life Insurance,Negotiation/Review,581378,2025-10-04,2026-03-06,90,Cold Call,Corporate Life Insurance,00Q50dcf7256b09
0063fb46537f18a,Vandelay Ind 21 - Commercial Property,Proposal/Price Quote,588491,2025-04-19,2025-06-05,75,Trade Show,Commercial Property,00Q9ec5fb96af79
006fa0cf752a043,Aperture Science 34 - Cyber Liability Insurance,Negotiation/Review,11055,2025-02-20,2025-03-22,90,Cold Call,Cyber Liability Insurance,00Q08d77df76c8e
006225d7e532bc3,Stark Ind 44 - Group Health Insurance,Negotiation/Review,27958,2025-07-15,2025-09-14,90,Web,Group Health Insurance,00Q9fceff37f6ae
0062a09e704b7f0,Black Mesa 51 - Corporate Life Insurance,Value Proposition,8787,2025-08-04,2025-11-04,50,Partner,Corporate Life Insurance,00Q29be87179e0a
006f2d7bf18ce07,Soylent Corp 56 - Cyber Liability Insurance,Needs Analysis,385751,2025-04-28,2025-06-22,30,Web,Cyber Liability Insurance,00Qbeffa34bd612
00600b3952e45bb,Cyberdyne 40 - Cyber Liability Insurance,Prospecting,1403841,2025-07-25,2025-08-26,10,Trade Show,Cyber Liability Insurance,00Qc1ddb542f8ea
006e0c4806cb8aa,Black Mesa 21 - Directors & Officers (D&O),Needs Analysis,567262,2025-04-06,2025-06-08,30,Trade Show,Directors & Officers (D&O),00Qa8bd0111c0db
006d96ce2b41a53,Initech 62 - Directors & Officers (D&O),Prospecting,785077,2025-01-22,2025-05-24,10,LinkedIn,Directors & Officers (D&O),00Q4c25281fade0
006b206d6c5bb4f,Wayne Ent 22 - Directors & Officers (D&O),Negotiation/Review,881156,2025-03-19,2025-07-24,90,LinkedIn,Directors & Officers (D&O),00Qacd0a6717ac2
00697b6eedc0e69,MomCorp 39 - Group Health Insurance,Qualification,25551,2025-05-26,2025-08-02,20,Trade Show,Group Health Insurance,00Q64ee730d747b
00655e40af02bda,LexCorp 21 - Group Health Insurance,Needs Analysis,127657,2025-09-13,2026-02-13,30,LinkedIn,Group Health Insurance,00Q8c9f34549671
0064eb18da84f8c,Initech 40 - Corporate Life Insurance,Negotiation/Review,26231,2025-06-02,2025-11-24,90,Referral,Corporate Life Insurance,00Qf7b971c41500
006715fefea3d40,Soylent Corp 60 - Fleet Auto Insurance,Needs Analysis,128027,2025-02-25,2025-07-22,30,Trade Show,Fleet Auto Insurance,00Q5b8cd57a071e
006f25533922f09,Black Mesa 16 - Group Health Insurance,Prospecting,19293,2025-08-15,2025-12-05,10,Partner,Group Health Insurance,00Qab042c2312a0
00659687ba20373,Tyrell Corp 69 - Corporate Life Insurance,Qualification,168350,2025-06-13,2025-10-23,20,Cold Call,Corporate Life Insurance,00Q8f2640f41a10
00688a51186b906,Vandelay Ind 35 - Corporate Life Insurance,Negotiation/Review,9225,2025-05-22,2025-07-16,90,Partner,Corporate Life Insurance,00Qe9f7df52d9c7
